,difference
43428440,-1.2929277551188143
43428441,0.265868689185929
43428442,-4.114436458185109
43428443,-4.922861753578195
43428444,
43428445,1.3943728128137955
43428446,-7.392089669353663
43428447,-0.2078035256134836
37008666,2.286641392552589
37008667,2.363517465118761
37008668,-0.1670262810384635
37008669,2.3090309862680805
37008670,2.6601894196799094
37008671,-0.25086839899932656
37008672,-4.44428663105834
37008673,1.314978784888666
37008674,
37008675,1.2456754705041746
36986912,-0.18089104982030335
36986913,-2.640420386451126
36986914,-0.18092107193021434
36986915,0.8899742608598586
36986916,
36986917,2.155719998132639
37011727,-3.523275672929273
37011728,-11.533270128242378
37011729,
37011730,-8.599523090240183
37011731,-9.163838873920056
37011732,-4.810528375987914
37011733,0.1581681522318803
37011734,-6.447361238242991
37011735,-6.5969649798413315
37007893,
37007894,-7.735256427250235
37007896,-14.91504034037986
37007897,-4.320591757568195
37007898,-3.189241047198763
37007899,-7.279062201502043
37007900,-3.8812288885107904
36984723,-2.3093426805412918
36984724,-0.9336854989622907
36984725,-1.5813164596440998
36984726,-0.93448715425248
36984727,-1.5814873972669545
36984728,-0.9340128228783868
36984729,
36984730,-2.309403120999775
37019038,-1.3846351370949606
37019039,-0.00014195311629805474
37019040,0.31354259127508044
37019041,0.3136679923477601
37019042,0.265745030092603
37019043,-2.7561080204600614
37019044,
37019045,0.3136233367177823
37019046,0.43741118927758293
37018848,
37018849,0.8726835287347399
37018850,0.8727391947134606
37018851,0.788423095635423
37018852,4.211879205292135
37018853,4.211829507688179
37018854,1.366768155687737
37018855,-0.002262299185218808
37018856,4.210733433409871
37018857,0.8726002123778187
36987228,-0.9707589210277519
36987229,-0.5441475461876664
36987230,
36987231,-1.1913886613590847
36987232,0.7561900005784779
36987233,-0.00018779037068838988
36987234,-0.6833969954944124
36982515,0.13405969253722105
36982516,0.1337586871836649
36982517,0.23241664675893503
36982518,-0.004653417709420182
36982519,0.2528318778765808
36982520,-0.07113652000442272
36982521,0.0015925545684609688
36982522,0.0021056936318544217
36982523,
37020603,2.813558951801852
37020604,2.7869725164116232
37020605,0.27601946609883754
37020606,
37020607,2.829145945809863
37020608,2.504583831398044
37020609,2.813744485331405
37020610,2.423242932263598
37020611,3.176394708168303
37020612,2.989699420572123
37023111,2.410060784555398
37023112,0.5194531940574194
37023113,-0.16663348499151098
37023114,-4.5906077016897555
37023115,-1.7407174867950772
37023116,0.5663746704548345
37023117,
37023118,-3.7489837876892835
37023119,-3.7313875410071233
36959172,-2.6377619690849414
36959173,-6.929270849168645
36959174,0.6007665284855932
36959175,
36959176,0.42346992251742677
36959177,-1.2026054573955847
36959178,-1.6954102982376043
36959179,1.5209407204625833
36959180,-1.345406935992095
36959181,-1.695438084481438
36998265,-3.0239148665228086
36998266,-2.1188353410186735
36998267,-1.738112796867
36998268,-1.2409379898036832
36998269,0.0991662356887204
36998270,-0.5737706465549621
36998271,
36998272,-1.392984068247003
36990255,
36990256,0.6533128683015406
36990257,-0.0003319155757282033
36990258,-0.6780449681133263
36990259,0.8796698315095952
36990260,0.879773276076989
36990261,0.7402246541353676
36990262,-0.06470626950631697
36956941,-2.4878718347817
36956942,1.4488132422199413
36956943,
36956944,-0.9070672651161544
36956945,-0.7299338818894086
36956946,1.448941226440283
36956947,0.7727650243670467
36956948,0.006621569411848327
36956949,1.7110413547043208
36990786,-0.31701475585413874
36990787,-5.075524793925105
36990788,-2.86569849550807
36990789,-3.7433263354380486
36990790,
36990791,-3.1630420108617585
36990792,-0.0008341844690633593
37014050,-0.343369168275089
37014051,-1.9458479928942438
37014052,5.545663820743002
37014053,0.2150348751307405
37014054,-0.25927254062746385
37014055,-1.9133251936966076
37014056,-0.18359083446307523
37014057,0.6783463662538338
37014058,
37014059,5.669677855080607
36997683,1.2618214047495773
36997684,-2.8007452883590567
36997685,-0.5538836003338083
36997686,3.9273595729753676
36997687,-3.6726518926691885
36997688,
36997689,1.0375112395482642
36997690,4.734161355116143
37021615,-0.6223754300534452
37021616,
37021617,-1.496934815790894
37021618,-0.6223804091432257
37021619,-1.2094333186747548
37021620,-0.8390399040413143
37021621,-0.960384049314186
37021622,-2.1958360344284813
37008419,2.386014436105029
37008420,3.5259397635879566
37008421,1.7270128076677906
37008422,0.7502200149842508
37008423,-1.60330968457248
37008424,-1.4493870638753208
37008425,-3.169191901779925
37008426,
37008427,4.957179325600151
36995643,-0.9551251679506549
36995644,-0.8991385048910985
36995645,-1.182098733810264
36995646,-0.9549285538896441
36995647,-0.8990426910055334
36995648,-0.8307269052065607
36995649,-0.8303456644023584
36995650,
36995651,-0.00010540464454322773
36995652,-0.000276927371814395
36995206,-0.9833546242322271
36995207,-1.3483292342513167
36995208,1.164798268714911
36995209,-1.40904757213832
36995210,-0.7948648113208563
36995211,
36995212,0.39353676664446624
36995213,-1.113043258986309
36995214,-0.9139789463262176
36995215,-0.9423176564618103
36989964,-1.6756505834098796
36989965,0.5473621330632401
36989966,-0.5208554998558554
36989967,0.315001800820502
36989968,-0.2627074666744651
36989969,-3.5029933476897277
36989970,1.910999818749545
36989971,0.9714358726381125
36989972,
37020663,1.2504944402392297
37020664,1.2503965929232876
37020665,
37020666,-0.369220509931516
37020667,2.3215386830385043
37020668,-2.3675034438341314
37020669,2.321556636719123
37023202,2.252795611357289
37023203,1.2908464048518518
37023204,-0.00014715921064833992
37023205,1.2907494595314013
37023206,
37023207,-0.42061399712665803
37023208,2.2527090119857256
36987735,
36987736,-2.5561440911561704
36987737,-4.243924191586643
36987738,-2.561636407066544
36987739,-2.761580628530396
36987740,-3.4110754657655775
36987741,-4.153322396868987
36983475,0.09058364670360675
36983476,-4.302652303067589e-05
36983477,0.09043767259933588
36983478,0.09040719378818096
36983479,
36983480,0.09045866601546493
36983481,0.09039657834391335
36983482,0.09043114217814718
36983483,-0.00011265638094926089
36983484,0.09028226384951665
36955321,1.3356951665869516
36955322,-0.22606078035472166
36955323,1.3139276241027034
36955324,2.6676962356715705
36955325,2.0439541689644827
36955326,
36955327,2.6677231558309984
36955328,1.6147195262332872
37009814,2.7760959958242495
37009815,2.051888588105953
37009816,2.808860330430889
37009817,5.1088878434729565
37009818,-0.08050433432023851
37009819,4.338036036587823
37009820,4.5403107524325605
37009821,3.619797514202901
37009822,
37023818,
37023819,1.6466823748468187
37023820,1.6466574619240646
36969870,-1.2721858788434588
36969871,0.4071047957241092
36969872,-0.8819001538363693
36969873,
36969874,1.6299583085578604
36969875,0.5673544749899406
36969876,-0.5974609294888467
36969877,0.892001581064136
36969878,0.03875762286182294
36992404,-3.523375847543008
36992405,
36992406,-2.689082731201694
36992407,-2.156558876665315
36992408,-3.0482456305200287
36992409,-1.8791529467880252
37012380,-2.970828464685539
37012381,0.1222385132252839
37012382,
37012383,-3.7336350555995352
37016138,0.8358395962576566
37016139,
37016140,0.7573167973041279
37016141,1.8181794917806258
36995583,-2.1596204736922573
36995584,-0.19158406450480925
36995585,0.12617444638686948
36995586,-0.5640179586085878
36995587,-2.2603192410086876
36995588,-1.680948895466372
36995589,
36995590,-1.3049686233217699
36995591,-0.6001269522747634
36978271,0.03468813615836552
36978272,
36978273,0.034841343136974956
36978274,-0.2863057314599473
36978275,0.4773646848208841
36978276,-1.0589915666479328
36978277,-0.973853197040853
36959854,-7.796608092616111
36959855,0.19736276870227698
36959856,-0.7796283368427908
36959857,
36959858,-3.3274106320878616
36959859,-2.6071568759831507
36959860,-2.994192888488328
36959861,2.535351799903964
36963929,-2.1264475297199787
36963930,-5.023042818714355
36963931,-1.8920156689437135
36963932,-3.554554667387986
36963933,-3.133170763999402
36963934,-3.9957623332191403
36963935,
36963936,-8.111295052283385
36973739,-4.286179713979266
36973740,-4.336875352989665
36973741,-3.8984210706003353
36973742,-1.3139129627431316
36973743,-3.994974611622439
36973744,-1.3140607799950033
36973745,
36973746,-0.9553208585299444
36996773,
36996774,1.5955646455093841
36996775,3.457853951203006
36996776,0.36824665198071926
36996777,0.5162014886826682
36996778,1.2997584141131284
36996779,0.6035789150030624
36996780,1.299763812523004
36996781,0.21586212634488788
37007266,-2.8938123047077156
37007267,-3.7059057043221877
37007268,
37007269,-1.5801738165762558
37007270,-3.5045449263474993
37007271,-4.656843514757938
37007272,-2.759092590522382
37007273,-1.5801784669143082
37007274,-1.325596941178759
37007275,-3.705904062626111
37007380,2.9597974431134872
37007381,0.7635416698527564
37007382,
37007383,-1.5261544505853166
37007384,-1.322623399602051
37007385,3.3421095397109326
37007386,-1.6545681135148698
37014079,2.5352961355697623
37014080,0.5198823178145267
37014081,0.4973390972800198
37014082,
37014083,4.19054491740253
37014084,0.23833022516151292
37014085,4.232500438494586
37014086,2.470203876011837
37009149,2.570235419070656
37009150,3.90248864337768
37009151,2.4910355402859494
37009152,0.3176067478807809
37009153,
37009154,-2.3473188391167312
37009155,2.864211101798972
37009156,-0.19536635444377026
37009157,-1.9378231072509138
36961609,
36961610,3.8354755598893178
36961611,0.4619868820942372
36961612,-1.4824398902923122
36961613,2.033108438683243
43426107,-0.4727808027100622
43426108,2.7707830946127885
43426109,1.363438914601808
43426110,-0.587210478495038
43426111,2.1602402318737006
43426112,4.90785991254009
43426113,5.9670589827977025
43426114,
43426115,0.6559252839270755
37011403,-1.88805685213282
37011404,-5.54533657717765
37011405,-2.47341982189819
37011406,-3.799904937798459
37011407,-0.5584088629380091
37011408,-1.8590649890739712
37011409,-2.24084624620437
37011410,-1.6813081007700106
37011411,
37011412,-0.7958565150846226
36982392,1.9440987847880535
36982393,1.3626861808092272
36982394,1.1219566373723637
36982395,3.497028621252859
36982396,
36982397,0.9432837477625142
36982398,2.9921617261018696
36982399,1.944069807916236
36982400,1.5232747811872827
37011826,0.26163728367168204
37011827,-1.743490374930115
37011828,0.9274692526999821
37011829,
37011830,-0.6410945262184775
37011831,-0.3399126841594331
37011832,3.551854295077394
37011833,-1.3153483584073165
37011834,0.2616549322387449
37011835,1.1752219618654642
37013129,
37013130,2.8874999754471347
36985228,-0.1444853480589927
36985229,-0.8116727017329595
36985230,-0.1441593730484101
36985231,0.46104814641836356
36985232,0.91458285751105
36985233,-0.7376943940182628
36985234,-0.11816016263259144
36985235,0.14839093209866405
36985236,
36996257,
36996258,-2.6250908316491746
36996259,-1.4938642683364662
36996260,-0.925696983073891
36996261,-3.134101888892843
36996262,-1.9356454889568795
36996263,-2.191146625144569
36996264,0.304295115363999
36993482,-2.7354388304541857
36993483,-2.8743054801558543
36993484,-2.9811274659598865
36993485,-3.7441417004766464
36993486,
36993487,-0.7919086451280322
36993488,-2.8733752699376964
36993489,-1.5448161578221118
36993490,-1.544726454578921
36971429,-3.9690013456114457
36971430,-5.795356037626789
36971431,-1.4607063728533376
36971432,-5.621777877250878
36971433,-0.3412130351199778
36971434,-9.047073023853471
36971435,1.5974903599954189
36971436,-1.4431577012302625
36971437,-4.770715636945653
36971438,
36965998,-0.6687720308141625
36965999,1.0524757547015522
36966000,-2.11105265394
36966001,
36966002,0.7971849686965218
36966003,-1.6447511647290884
36966004,0.4035411882222828
36966005,-0.9937458452474122
36966006,0.2615209577246169
36967208,-3.590205533844866
36967209,
36967210,-3.869887267909675
36967211,-3.3794463888570476
36967212,-2.5037612791031165
36967213,-1.8497787658766782
36967214,-3.339097662146017
36959301,2.2657820234355484
36959302,0.477887743394632
36959303,0.2129890390440039
36959304,0.591627494082843
36959305,0.37547501394453775
36959306,
36959307,1.9108775099761317
36960311,0.009014394848733787
36960312,-12.31241716391068
36960313,-3.550535267933512
36960314,-3.550674551424976
36960315,-13.281380263002916
36960316,-3.1017627912438144
36960317,-10.605369578890148
36960318,-9.610853748935071
36960319,-3.10460722675424
36960320,
43422606,
43422607,-1.2502315886149233
43422608,4.108309548900223
43422609,5.21533095020186
43422610,8.534992905964913
43422611,-0.34264145070278573
43422612,0.5446023041393175
43422613,3.562832742620941
43422614,0.05199428211491863
43422615,0.012312856059963906
37009687,
37009688,0.7179847811813147
37009689,1.2001348053382799
37009690,1.3188322742824425
36960194,0.9314347633702482
36960195,2.076812753681793
36960196,-0.6030965259168397
36960197,0.4030403799513351
36960198,-0.5136949185513231
36960199,1.686907801016332
36960200,1.4561251822103713
36960201,
36960202,0.058949024487901625
43424236,1.2103836262482872
43424237,-3.3235298110172806
43424238,-2.7883428826150123
43424239,-3.6309013258781846
43424240,-3.956645827211503
43424241,-3.3937741285187144
43424242,-3.7298889872618304
43424243,-1.415157070284721
43424244,-5.864931996040212
43424245,
43430602,-2.0814014050964857
43430606,
43430607,-1.9731529902017115
43430609,-1.8757665466784488
43429475,-4.079681296525337
43429476,-1.2079685332560217
43429477,-0.2554598713813192
43429478,-1.570517394837438
43429479,-0.7169699102367844
43429482,
36997994,-0.07585330772378995
36997995,
36997996,-0.6515356068385074
36997997,-0.5606770647471251
36997998,0.8677750068542878
36985082,-2.2173037267275344
36985083,-2.062335148280461
36985084,0.02248678455985509
36985085,-2.217432963166172
36985086,-2.2610601316766097
36985087,
36985088,-0.024341976550847022
36985089,-2.28280152633094
36985090,-0.02911859299695596
36986139,-1.3533586605995112
36986140,-0.19348169831808093
36986141,-0.78834055353704
36986142,-0.06788377778015331
36986143,-0.05369090438210833
36986144,-1.268803787174491
36986145,
36986146,-0.6074428441617954
37014210,
37014211,-0.5033323926960378
37014213,-1.9122629403679952
36983237,-0.7751229189359776
36983238,-3.1727204641323965
36983239,-4.0135141833332995
36983240,-2.7074969805757547
36983241,
36983242,-5.933041568911449
36983243,-1.7345066686031458
36983244,-0.05401026797115094
36983245,-3.7982651692085625
36983246,2.578536369484013
37015541,-0.06550901945217902
37015542,0.6609652285273597
37015543,0.6609372946102212
37015544,-0.07149269460883545
37015545,-0.06556191059917182
37015546,
37015547,-0.0654143375359979
37015548,0.29397474971476356
37015549,3.838095663808531
37020063,-0.43502691213319267
37020064,-1.918047263416156e-05
37020065,
37020066,1.3978037975792077
37020067,1.1232225578278126
37020068,4.368942669370249
37020069,3.912518647606758
37020070,-0.13994936040834105
36997900,0.07089331753003592
36997901,0.022961286177896056
36997902,-1.1348236848940445
36997903,-0.09993145970240391
36997904,-0.000471622917707748
36997905,
36997906,-1.4545468834872821
36997907,-0.4998782020098673
36997908,1.1511531334206992
37019371,
37019372,-2.552029636476938
37019373,3.994964214071203
37019374,-2.9929424749061297
37019375,3.987350730583117
37019376,2.7370593689049656
37019377,2.779947567605319
37023554,
37023555,-0.1118856338053913
37023556,1.700555474994557
37023557,0.14912901030927728
37023558,-0.10405911571790227
37023559,1.631856841666984
37023560,0.4326620521771787
37023561,-0.0013401356656812524
36963740,-2.9887706457954417
36963741,-0.09738414811925367
36963742,
36963743,0.3079044754286393
36963744,1.2858415735893356
36963745,-3.0520652710375487
36963746,0.9788039058832396
36966257,-0.46262224732611656
36966258,1.8301337414671153
36966259,-0.4006390072140178
36966260,-0.3892941067553295
36966261,1.7933896074337774
36966262,2.0469260101593676
36966263,
36966264,2.4313010824331442
36966265,-0.659566707910983
36966266,1.4472890722210856
36971088,-1.0649173646889096
36971089,-0.16440664486532341
36971090,-0.5643492878136414
36971091,0.3647023633795641
36971092,1.613565572838283
36971093,
36971094,1.7062570703374718
36971095,-1.1604990424098247
36961742,0.5030903709041894
36961743,0.5030035645644517
36961744,-0.12950352503746387
36961745,
36961746,0.5428328190172067
36961747,0.503212877544037
36961748,-0.14942314859968064
36961749,-0.12954381719086427
36961750,0.22946905020166497
36961751,0.5430728782610501
36958073,0.7615025905790418
36958074,0.6362887763697671
36958075,
36958076,1.1394233546997725
36958077,-0.003464271199405289
36958078,0.26580496833987866
36958079,-0.33229555925206
36958080,0.563532104513726
36958081,0.6325717962286319
37012177,-5.090878290821848
37012178,-1.7424896171054343
37012179,-5.223271845357488
37012180,
37012181,-5.2231820175484245
37012182,-0.9418605899809336
37011632,-3.886143172926296
37011633,-0.00038930727137653776
37011634,-3.67659408566044
37011635,
37011636,-2.771570291340538
37011637,1.4607256196486276
37011638,-12.803900472237004
37011639,-4.4668094267744465
37022268,-1.7063493869300324
37022269,-0.9563272599638424
37022270,-2.211772199592051
37022271,-2.8812286337502933
37022272,-4.31762235949855
37022273,
37022274,-0.9581000960322434
37022275,-3.4265471647324013
37018518,1.2433804092659955
37018519,-2.017329893561911
37018520,4.054179838165407
37018521,1.1862361154618686
37018522,
37018523,0.8918671032959686
37018524,-0.15590792367622797
37018525,-0.3068813218411819
37018526,-0.30728018134248813
37018527,4.428615943656425
36967070,-0.20243425849547236
36967071,1.9726987773036342
36967072,-1.4850685308761769
36967073,
36967074,-1.5283503618587417
36967075,-0.9214629946920638
36967076,-1.3883932495889724
36967077,0.6423425334851061
36967078,-0.7222872992786193
36967079,3.5370154848695563
37022800,-0.23560116041642232
37022801,-0.2358757006850709
37022802,-0.23572197961544816
37022803,-7.118911966585983e-05
37022804,
37022805,-5.6011880928963365e-06
37022806,-0.23580307301422465
37022807,-0.23592966804321236
37020705,2.5761998120164975
37020706,3.0957810147568097
37020707,3.096353870572294
37020708,2.7107278612546395
37020709,2.588166944700369
37020710,
37020711,0.3361573842164418
37020712,0.33665113954504733
37020713,2.71045248302606
36997507,1.5384655077832328
36997508,-2.1192843396101964
36997509,-0.531779839180559
36997510,1.2386493178241662
36997511,1.4736124658327951
36997512,2.7486851415544127
36997513,-96.15273461442526
36997514,
36962548,-1.87440624751261
36962549,-1.3717682785750753
36962550,-2.580366524610838
36962551,
36962552,-2.541755834223679
36962553,-1.284449915395598
36962554,-0.5439408782988835
36962555,-0.5869896751368344
36962556,-0.38465801732412785
37021003,-3.7580728485746686
37021004,-1.6053183465067633
37021005,-1.8435232701887294
37021006,-1.0402858823945227
37021007,
37021008,0.6603459661789248
37021009,-5.764515979955693
36964265,-0.49144793940788034
36964266,-2.5819734268940486
36964267,-0.3719376222411519
36964268,2.001642633169178
36964269,-1.7558762375676622
36964270,-3.694589349974782
36964271,
36964272,-3.092392235799897
36964273,0.31088697507602703
36998099,
36998100,-2.8171687889116583
36998101,-6.756156604275972
36998102,-3.5848286786381323
36998103,-4.505784745911427
36998104,-6.29091193521667
36998105,-8.290076821449546
36998106,-2.8446790314831674
36998107,-9.222056357797655
36995134,1.8399726045659008
36995135,1.6294683787553268
36995136,
36995137,0.824176518901929
36995138,1.62964555973506
37023132,-0.20393687274722438
37023133,-1.5262738255928348
37023134,-0.8766067599518585
37023135,2.4513828709324237
37023136,
37023137,-0.5049964468065689
37023138,4.070193493892415
37023139,3.304900222952977
37022037,-1.3438001405101048
37022038,-1.2293726926997195
37022039,-1.5981655590986463
37022040,
37022041,-1.3025305175423583
37022042,-1.6677011558637034
37022043,-1.3025438180235156
37022044,-1.2820801632716297
37022045,-1.5606493822892133
36981766,-5.32924109208977
36981767,-0.00015613250456780747
36981768,
36981769,-2.7381580967053836
36981770,-6.394457709887494
36981771,-4.2347309528466575
36981772,-3.8264536663517035
36981773,-1.3253323873747611
36981774,-1.0200022005706089
36982764,0.36198553716742765
36982765,-0.3850992236617543
36982766,1.1483050678655076
36982767,2.9324031397311785
36982768,1.1487958972115422
36982769,
36982770,0.531196063715015
43420398,-0.24972444388313875
43420399,
43420400,-0.8703317484223021
43420401,-4.261250016460963
43420402,-1.075404743443812
43420403,0.9188268638409909
43420404,-1.406126402819865
43420405,-0.15545219820612033
36973578,-1.1745777844715803
36973579,-5.567424198468927
36973580,-5.1384773572469555
36973581,-8.06038796617537
36973582,-3.882825346396345
36973583,
36973584,-4.465806836119526
36973585,-1.6402504612206883
36973586,-2.139693851893071
36991129,-1.7013762917752047
36991130,2.4672948605762883
36991131,0.7955126491137321
36991132,3.6761193429848618
36991133,3.010043031995963
36991134,2.497765819294159
36991135,1.0472001623591325
36991136,3.5559902191460537
36991137,
36991138,6.0831357064883775
43432893,
43432898,-0.9299264930252491
43432900,2.5150127953660046
37023840,0.6974632171539525
37023841,
37021223,-1.1613729309716376
37021224,-1.1622625705156633
37021225,-1.1591728504818306
37021226,
37021227,-4.666478918835537e-05
37021228,-3.0373356877231608
37021229,3.7264022250054367
37021230,-3.8030653769150398
36961317,-0.6295615213053258
36961318,-1.8076241105338107
36961319,-0.08644330359955177
36961320,
36961321,-0.5640051264380959
36961322,-0.6291830613290834
36961323,-3.4178181205087164
36961324,-2.988617966472281
36961325,-1.4216514755586984
36961326,0.2436661374295297
36973012,-3.439241445692689
36973013,-4.555458167696241
36973014,2.0252719274459103
36973015,
36973017,-3.4438763082314026
36973018,-3.692029584932131
36973019,-0.0003087704600766017
36973020,-5.520581199772524
36959900,2.0883413256199717
36959901,0.733656978360429
36959902,0.3424621271983668
36959903,0.9570435609493444
36959904,0.7822328813005583
36959905,2.192675193840728
36959906,
36959907,-0.12903039346243617
36959908,-0.7184791506714419
36958641,-7.175477576280542
36958642,-1.631578496088082
36958643,-2.0522273613686792
36958644,
36958645,1.0759089286866867
36958646,-3.7700706202967993
36958647,-3.1519059302990087
36958648,-1.1354566586325205
36958649,1.0758510618911004
36998915,0.6940978545805763
36998916,-0.25940527290748605
36998917,-0.6447066328589699
36998918,-0.8808618445419256
36998919,-0.1900949288576328
36998920,-0.8810594199709669
36998921,
36984605,-0.30572144185707373
36984606,-0.3801428963482678
36984607,
36984608,1.5366846652868702
36984609,2.819251095163672
36984610,0.46672169371925776
36984611,2.4715800819079163
36984612,2.0578158418232064
36984613,-0.9208247897994397
36989471,4.424914671942581
36989472,0.9285512803503693
36989473,7.908640581581743
36989474,-0.8371480548767636
36989475,3.0592653715478733
36989476,
36989477,-0.5989179976580843
36989478,3.8894122996076774
36989479,7.293116929213319
43429205,1.4178254968195318
43429206,0.4121531320936924
43429207,2.7166782813597905
43429208,3.7399967813816346
43429209,0.3897902770941073
43429210,3.930015096692898
43429211,
43429212,2.501323518286597
43429213,3.739688288692861
43429214,0.41226096971402626
36955631,-1.4141030444548193
36955632,
36955633,-1.7451199730898281
36955634,-4.691195181540621
36955635,-5.208130668778942
36955636,-4.690648039328096
36955637,-2.5275621263520662
36955638,0.5851684438530498
36955639,-11.821474378671383
36955640,-2.736309991478798
36984179,-2.0755330428271463
36984180,
36984181,0.8881573305656616
36984182,-1.0807416767133873
36984183,-0.9755150573244009
36984184,-1.219855563321346
36984185,-1.0098340680321485
36984186,-1.2062427608773305
36983273,-1.3008703757693105
36983274,-0.7492735364600591
36983275,
36983276,-1.0605266127189488
36983277,-0.6373085397423175
36983278,-0.02800274464935626
36983279,-1.615994095322753
36983280,-1.6160372749288445
36983281,-0.7492399064003141
36981250,0.4765954930137042
36981251,-0.2155437430531606
36981252,0.6713502038668437
36981253,
36981254,1.998046959390937
36981255,-0.08059171445155755
36981256,0.49933240091282016
36981257,-0.27439050721147495
36981258,0.5015219298131619
36979363,-3.209843691698655
36979364,-3.883514957417372
36979365,-2.9221428810737926
36979366,-2.9165609109913184
36979367,-2.9053777422553004
36979368,-3.21014835433364
36979369,-2.9051377517277572
36979370,
36985009,-0.5952192288372089
36985010,0.7661005924692574
36985011,-0.0027246765700965625
36985012,-0.8052434333094141
36985013,
36985014,-0.9433403658434827
36985015,-0.0002838673613325682
36985016,0.8049546115796034
37006577,-1.7486768161099917
37006578,-4.005307862051758
37006579,-2.039300874126795
37006580,-5.241525943523897
37006581,-0.00019953202490086142
37006582,3.6540482639015366
37006583,-1.596536843376768
37006584,-0.0007229088246845095
37006585,-9.989913851882193e-05
37006586,
36989679,-3.1429254996572844
36989680,-3.1486987762731466
36989681,-0.49883187476657653
36989682,
36989683,-1.2771145978755776
36989684,-3.99797968853235
36989685,-2.9967780131937083
36989686,-1.0856262573787951
36989687,-1.4333880892874014
37021503,-0.6104475166897885
37021504,-2.2500211591117676
37021505,-2.0253713971881524
37021506,-1.3447356090227771
37021507,-2.2771611378806114
37021508,-0.1714591435674464
37021509,
37021510,-2.040425858201857
37021511,-0.9550622808957314
37021512,-2.0411421237294576
37020077,
37020078,-3.221685114844803
37020079,-1.2861017038088534
37020080,-2.1948430786773656
37020081,-1.9733941814951663
37020082,0.895628153779569
37020083,-3.7621878291044055
37020084,-1.5753469428122457
37020085,-4.10716140551331
37020086,-1.9873468552556801
36983363,-3.7825364832465027
36983364,
36983365,-3.988517863647587
36983366,-2.8757680226227436
36983367,-2.937434183491739
36983368,-4.370603205392669
36983369,0.874007709541452
36983370,-3.782565287423317
36983371,-2.979143336534449
36983372,0.8737899221084646
37019364,-0.04252193382630409
37019365,
37019366,0.025793787068050023
37019367,-2.0722237691015657
37019368,-1.839755206632745
37019369,-2.3929101750979456
37019370,-5.0069063988189555e-06
36973619,-2.521798114391885
36973620,-1.9863142313111979
36973621,-1.85973970921291
36973622,-2.1100873296216776
36973623,
36973624,-2.6846974398961834
36973625,-3.870752435525368
36973626,-1.9093050699445513
36973627,-3.7698530532666936
36973628,-3.0592160830553112
36994701,0.5031126310219918
36994702,-1.157713371403311
36994703,0.05603213179087163
36994704,-0.859218168996307
36994705,
36969540,-0.17738936628603597
36969541,0.08300371373593407
36969542,-0.0073113696089421865
36969543,-0.12163840433709083
36969544,-0.005877473116754572
36969545,-0.12150765119082507
36969546,-0.12155894478235041
36969547,-0.0025154650144258994
36969548,
36994988,2.0257697065246134
36994989,1.8391293546477527
36994990,2.6958632204687376
36994991,2.6959040897029354
36994992,
36994993,-0.14406927599370078
36994994,2.9086505613554436
36991759,-1.2425478118868512
36991760,0.6278256175395001
36991761,
36991762,-3.9795526514910904
36991763,-0.010541049533827618
36991764,4.522731124344091
36991765,4.076312465081315
36991766,-5.0633210764103325
36991767,-2.3461792273707403
36991768,-0.04579680817495557
36972192,-0.17569416700391116
36972193,-0.5587532959918349
36972194,0.4105821430874528
36972195,-0.0001563383280824837
36972196,-0.851214704716881
36972197,-0.1441071685973725
36972198,0.41610587943674204
36972199,
36972200,1.5981528935589893
36973553,-2.1430210591205707
36973554,-1.7860317233102307
36973555,-1.9899404368787543
36973556,-2.3460429389489263
36973557,
36973558,-0.41345352215179787
36973559,-1.2292204956315231
36973560,-1.7623185581956875
36973561,-0.723877206731629
36956527,-2.5675849494280705
36956528,1.2467140513228419
36956529,-0.003133065640635202
36956530,0.4194894250325607
36956531,2.7781234464679603
36956532,
36956533,-3.7175761558719174
36956534,-4.3665275676162345
36956535,-1.0907009872624478
36956536,-1.1288633853231493
37015938,-8.810324845853756e-05
37015939,
36994724,-2.5418970104741874
36994725,-2.541681443420728
36994726,-0.39304210155459884
36994727,-7.234988724170705
36994728,-0.6276805275857669
36994729,-4.221339688054002
36994730,-1.098689580986445
36994731,0.6433603998699766
36994732,2.0819905430159196
36994733,
36978662,0.45255258458490033
36978663,
36978664,1.815128777595369
36978665,0.5208667307502424
36978666,0.04594489933383272
36978667,1.962766901116325
36978668,0.31953877466978753
36978669,1.9628981583458653
36978670,0.4527266260669194
43428418,-1.8196583282707053
43428419,0.9467973804970313
43428420,
43428421,2.564699248103601
43428422,-0.9067766776467145
43428423,-0.00022800888832463784
43428424,-8.152241288787916
43428425,0.7669534924029797
43428426,-0.19093266908605244
43428427,2.488509875804013
36967937,-5.282218192364945
36967938,
36967939,-3.421132980932791
36967940,-0.23657738021465802
36967941,-3.018042157591612
36967942,-1.8339743640659734
36967943,-2.138088635282893
36967944,-0.9379097260374984
37015914,
37015915,-0.745431619990466
37015916,-1.9193689539346703
37015917,1.9898375344171293
37015918,-0.05202666051607885
37015919,-1.289559139526527
37015920,1.547557149262623
37015921,1.6388610751477675
37015922,0.15694021788336876
36978015,1.1620308898382063
36978016,-1.1054629649493393
36978017,1.5617230481380773
36978018,0.2730162145111308
36978019,1.561015148682742
36978020,1.9250608998278267
36978021,-0.5612590444132763
36978022,-0.18608739884058423
36978023,
36974451,0.9055733722267405
36974452,-1.57626520434302
36974453,-0.26628638237468394
36974454,-3.9861308466328538
36974455,-2.518940844028492
36974456,
36974457,1.8526411385742918
36974458,2.952549400490952
